sample_id,ad_type,gender,age,education,occupation,marital_status,monthly_income,region,BFI_11,BFI_12,BFI_13,BFI_21,BFI_22,BFI_23,BFI_31,BFI_32,BFI_33,BFI_41,BFI_42,BFI_43,BFI_51,BFI_52,BFI_53,ad_att_1,ad_att_2,ad_att_3,ad_att_4,intent_1,intent_2,intent_3,configuration,source_file,row_in_source,response_id,extraversion,agreeableness,conscientiousness,neuroticism,openness,ad_attitude_core,purchase_intention_core,ad_attitude_all_items,purchase_intention_all_items
340,promotion,Male,30–39,Postgraduate degree,Managerial employee,Divorced,"16,000,000–25,000,000 VND",Arab,1,1,4,4,1,4,1,3,5,5,3,5,3,2,1,7.0,6.0,6.0,4.0,5.0,4.0,3.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2229,Arab__jais-adaptive_7b__row02229,2.0,3.0,3.0,4.333333333333333,2.0,6.5,3.5,5.75,4.0
341,promotion,Female,30–39,High school,Managerial employee,Living with parents,"36,000,000–45,000,000 VND",Arab,2,4,5,5,2,1,1,3,2,5,4,1,2,4,3,3.0,4.0,5.0,6.0,2.0,3.0,4.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2230,Arab__jais-adaptive_7b__row02230,3.6666666666666665,2.6666666666666665,2.0,3.3333333333333335,3.0,3.5,3.5,4.5,3.0
342,promotion,Male,<20,Bachelor’s degree,Civil servant,Single,"26,000,000–35,000,000 VND",Arab,4,1,1,1,1,5,2,5,3,5,1,2,2,1,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2231,Arab__jais-adaptive_7b__row02231,2.0,2.3333333333333335,3.3333333333333335,2.6666666666666665,2.0,7.0,7.0,7.0,7.0
343,promotion,Female,30–39,Bachelor’s degree,Blue-collar worker,Married,"26,000,000–35,000,000 VND",Arab,4,5,4,3,2,3,5,5,1,1,2,4,1,2,3,7.0,6.5,7.0,7.0,6.0,6.0,6.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2232,Arab__jais-adaptive_7b__row02232,4.333333333333333,2.6666666666666665,3.6666666666666665,2.3333333333333335,2.0,6.75,6.0,6.875,6.0
344,promotion,Female,50–59,High school,Managerial employee,Married,"36,000,000–45,000,000 VND",Arab,2,5,3,3,1,1,1,3,4,2,4,1,2,5,5,3.0,5.0,4.0,6.0,2.0,3.0,3.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2233,Arab__jais-adaptive_7b__row02233,3.3333333333333335,1.6666666666666667,2.6666666666666665,2.3333333333333335,4.0,4.0,3.0,4.5,2.6666666666666665
345,promotion,Male,<20,High school,Student,Married,"16,000,000–25,000,000 VND",Arab,2,3,1,4,4,3,5,3,1,3,4,3,3,5,5,3.0,4.0,5.0,6.0,4.0,3.0,2.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2234,Arab__jais-adaptive_7b__row02234,2.0,3.6666666666666665,3.0,3.3333333333333335,4.333333333333333,3.5,2.5,4.5,3.0
346,promotion,Female,30–39,High school,Other,Single,">46,000,000 VND",Arab,5,3,5,2,2,2,5,1,4,2,5,5,4,1,4,5.0,4.0,6.0,7.0,3.0,2.0,3.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2235,Arab__jais-adaptive_7b__row02235,4.333333333333333,2.0,3.3333333333333335,4.0,3.0,4.5,2.5,5.5,2.6666666666666665
347,promotion,Male,>60,Bachelor’s degree,Office worker,Married,"26,000,000–35,000,000 VND",Arab,1,3,1,1,2,2,1,1,3,4,4,5,4,2,4,3.0,4.0,5.0,6.0,2.0,3.0,4.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2236,Arab__jais-adaptive_7b__row02236,1.6666666666666667,1.6666666666666667,1.6666666666666667,4.333333333333333,3.3333333333333335,3.5,3.5,4.5,3.0
348,promotion,Male,30–39,Postgraduate degree,Student,Living with parents,"36,000,000–45,000,000 VND",Arab,2,5,1,5,4,3,2,5,3,1,5,5,2,3,5,4.0,5.0,6.0,7.0,3.0,2.0,1.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2237,Arab__jais-adaptive_7b__row02237,2.6666666666666665,4.0,3.3333333333333335,3.6666666666666665,3.3333333333333335,4.5,1.5,5.5,2.0
349,promotion,Female,<20,Postgraduate degree,Managerial employee,Married,"<15,000,000 VND",Arab,3,2,4,1,5,5,2,3,4,4,2,4,5,2,1,1.0,2.0,3.0,4.0,3.0,2.0,1.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2238,Arab__jais-adaptive_7b__row02238,3.0,3.6666666666666665,3.0,3.3333333333333335,2.6666666666666665,1.5,1.5,2.5,2.0
350,promotion,Male,40–49,High school,Student,Divorced,">46,000,000 VND",Arab,5,4,4,3,3,5,1,2,5,4,5,1,4,5,5,7.0,6.0,5.0,4.0,3.0,2.0,1.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2239,Arab__jais-adaptive_7b__row02239,4.333333333333333,3.6666666666666665,2.6666666666666665,3.3333333333333335,4.666666666666667,6.5,1.5,5.5,2.0
351,promotion,Female,20–29,High school,Other,Divorced,"16,000,000–25,000,000 VND",Arab,5,5,5,5,5,2,4,5,4,1,2,3,4,3,1,6.0,6.0,5.0,4.0,5.0,4.0,3.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2240,Arab__jais-adaptive_7b__row02240,5.0,4.0,4.333333333333333,2.0,2.6666666666666665,6.0,3.5,5.25,4.0
353,promotion,Female,50–59,High school,Office worker,Single,">46,000,000 VND",Arab,2,4,5,1,3,2,2,4,3,5,3,3,3,1,2,7.0,6.0,6.0,6.0,4.0,3.0,2.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2241,Arab__jais-adaptive_7b__row02241,3.6666666666666665,2.0,3.0,3.6666666666666665,2.0,6.5,2.5,6.25,3.0
354,promotion,Female,<20,Bachelor’s degree,Civil servant,Living with parents,"16,000,000–25,000,000 VND",Arab,2,3,4,4,3,4,1,2,5,5,4,4,4,4,3,4.0,5.0,6.0,7.0,5.0,6.0,7.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2242,Arab__jais-adaptive_7b__row02242,3.0,3.6666666666666665,2.6666666666666665,4.333333333333333,3.6666666666666665,4.5,6.5,5.5,6.0
355,promotion,Male,>60,Bachelor’s degree,Civil servant,Divorced,"16,000,000–25,000,000 VND",Arab,5,1,1,4,5,1,1,1,3,3,1,1,4,1,1,7.0,6.0,5.0,4.0,5.0,4.0,3.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2243,Arab__jais-adaptive_7b__row02243,2.3333333333333335,3.3333333333333335,1.6666666666666667,1.6666666666666667,2.0,6.5,3.5,5.5,4.0
356,promotion,Male,20–29,Bachelor’s degree,Other,Single,"26,000,000–35,000,000 VND",Arab,1,5,1,1,5,4,1,5,5,4,2,2,3,4,1,3.0,4.0,5.0,7.0,2.0,3.0,3.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2244,Arab__jais-adaptive_7b__row02244,2.3333333333333335,3.3333333333333335,3.6666666666666665,2.6666666666666665,2.6666666666666665,3.5,3.0,4.75,2.6666666666666665
357,promotion,Female,40–49,Bachelor’s degree,Other,Married,"26,000,000–35,000,000 VND",Arab,1,4,3,2,4,1,1,1,3,1,2,1,2,5,2,1.0,2.0,3.0,4.0,1.0,2.0,3.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2245,Arab__jais-adaptive_7b__row02245,2.6666666666666665,2.3333333333333335,1.6666666666666667,1.3333333333333333,3.0,1.5,2.5,2.5,2.0
358,promotion,Male,<20,High school,Office worker,Single,"<15,000,000 VND",Arab,5,4,5,5,5,3,4,2,4,3,4,1,4,2,5,7.0,6.0,6.0,5.0,4.0,3.0,2.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2246,Arab__jais-adaptive_7b__row02246,4.666666666666667,4.333333333333333,3.3333333333333335,2.6666666666666665,3.6666666666666665,6.5,2.5,6.0,3.0
359,promotion,Male,30–39,High school,Other,Married,"26,000,000–35,000,000 VND",Arab,4,5,4,2,5,1,1,1,1,1,2,3,2,2,4,4.0,5.0,6.0,7.0,3.0,2.0,1.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2247,Arab__jais-adaptive_7b__row02247,4.333333333333333,2.6666666666666665,1.0,2.0,2.6666666666666665,4.5,1.5,5.5,2.0
360,promotion,Male,20–29,Bachelor’s degree,Civil servant,Married,">46,000,000 VND",Arab,2,4,2,5,5,4,1,1,2,3,3,2,1,5,1,6.0,4.5,3.75,2.75,3.5,1.75,2.25,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2248,Arab__jais-adaptive_7b__row02248,2.6666666666666665,4.666666666666667,1.3333333333333333,2.6666666666666665,2.3333333333333335,5.25,2.0,4.25,2.5
361,promotion,Female,50–59,Postgraduate degree,Student,Divorced,"26,000,000–35,000,000 VND",Arab,4,2,4,4,4,2,2,3,1,3,5,2,4,1,5,4.0,5.0,6.0,7.0,5.0,5.0,5.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2249,Arab__jais-adaptive_7b__row02249,3.3333333333333335,3.3333333333333335,2.0,3.3333333333333335,3.3333333333333335,4.5,5.0,5.5,5.0
362,promotion,Female,30–39,Bachelor’s degree,Civil servant,Single,">46,000,000 VND",Arab,4,3,4,3,4,5,1,1,5,1,2,3,1,3,3,4.0,5.0,6.0,7.0,3.0,2.0,1.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2250,Arab__jais-adaptive_7b__row02250,3.6666666666666665,4.0,2.3333333333333335,2.0,2.3333333333333335,4.5,1.5,5.5,2.0
363,promotion,Male,<20,Bachelor’s degree,Civil servant,Single,">46,000,000 VND",Arab,4,2,4,3,3,3,2,3,5,3,2,1,3,5,3,5.0,4.0,6.0,7.0,3.0,2.0,1.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2251,Arab__jais-adaptive_7b__row02251,3.3333333333333335,3.0,3.3333333333333335,2.0,3.6666666666666665,4.5,1.5,5.5,2.0
364,promotion,Male,>60,Postgraduate degree,Other,Divorced,"16,000,000–25,000,000 VND",Arab,4,1,2,2,1,2,5,2,1,1,1,4,3,2,4,4.0,5.0,6.0,7.0,2.0,3.0,1.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2252,Arab__jais-adaptive_7b__row02252,2.3333333333333335,1.6666666666666667,2.6666666666666665,2.0,3.0,4.5,2.0,5.5,2.0
365,promotion,Male,40–49,High school,Civil servant,Married,"<15,000,000 VND",Arab,2,4,3,4,5,5,4,3,3,2,1,3,2,5,2,5.0,4.0,3.0,2.0,4.0,3.0,2.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2253,Arab__jais-adaptive_7b__row02253,3.0,4.666666666666667,3.3333333333333335,2.0,3.0,4.5,2.5,3.5,3.0
366,promotion,Female,>60,Bachelor’s degree,Office worker,Single,"36,000,000–45,000,000 VND",Arab,5,2,1,1,5,4,4,3,4,3,4,2,1,5,3,7.0,6.0,5.0,4.0,3.0,2.0,1.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2254,Arab__jais-adaptive_7b__row02254,2.6666666666666665,3.3333333333333335,3.6666666666666665,3.0,3.0,6.5,1.5,5.5,2.0
367,promotion,Male,20–29,Bachelor’s degree,Other,Single,"36,000,000–45,000,000 VND",Arab,4,3,4,3,1,2,1,5,1,2,1,2,3,4,2,3.0,4.0,5.0,6.0,2.0,3.0,4.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2255,Arab__jais-adaptive_7b__row02255,3.6666666666666665,2.0,2.3333333333333335,1.6666666666666667,3.0,3.5,3.5,4.5,3.0
368,promotion,Male,20–29,Bachelor’s degree,Managerial employee,Single,"16,000,000–25,000,000 VND",Arab,1,1,3,3,4,1,2,4,1,4,3,2,5,4,4,7.0,6.0,6.0,5.0,4.0,3.0,2.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2256,Arab__jais-adaptive_7b__row02256,1.6666666666666667,2.6666666666666665,2.3333333333333335,3.0,4.333333333333333,6.5,2.5,6.0,3.0
369,promotion,Male,50–59,High school,Other,Married,">46,000,000 VND",Arab,1,3,5,3,3,4,1,3,1,5,1,2,5,5,5,3.0,4.0,5.0,6.0,2.0,3.0,4.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2257,Arab__jais-adaptive_7b__row02257,3.0,3.3333333333333335,1.6666666666666667,2.6666666666666665,5.0,3.5,3.5,4.5,3.0
370,promotion,Female,20–29,Bachelor’s degree,Student,Living with parents,">46,000,000 VND",Arab,1,5,4,3,4,4,2,1,4,3,1,4,5,4,1,4.0,3.0,5.0,2.0,3.0,2.0,1.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2258,Arab__jais-adaptive_7b__row02258,3.3333333333333335,3.6666666666666665,2.3333333333333335,2.6666666666666665,3.3333333333333335,3.5,1.5,3.5,2.0
371,promotion,Female,50–59,Bachelor’s degree,Office worker,Divorced,"26,000,000–35,000,000 VND",Arab,3,1,2,4,2,2,1,2,5,2,1,3,5,4,5,7.0,5.0,6.0,6.0,7.0,6.0,6.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2259,Arab__jais-adaptive_7b__row02259,2.0,2.6666666666666665,2.6666666666666665,2.0,4.666666666666667,6.0,6.0,6.0,6.333333333333333
372,promotion,Female,40–49,Postgraduate degree,Office worker,Divorced,"36,000,000–45,000,000 VND",Arab,3,2,4,2,3,2,2,1,5,4,2,4,2,1,5,5.0,4.0,3.0,2.0,6.0,7.0,,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2260,Arab__jais-adaptive_7b__row02260,3.0,2.3333333333333335,2.6666666666666665,3.3333333333333335,2.6666666666666665,4.5,7.0,3.5,6.5
373,promotion,Female,30–39,Postgraduate degree,Managerial employee,Single,"36,000,000–45,000,000 VND",Arab,1,3,1,4,4,2,3,4,3,4,4,1,1,5,5,4.0,3.5,3.5,3.0,2.75,2.25,2.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2261,Arab__jais-adaptive_7b__row02261,1.6666666666666667,3.3333333333333335,3.3333333333333335,3.0,3.6666666666666665,3.75,2.125,3.5,2.3333333333333335
374,promotion,Female,<20,Postgraduate degree,Student,Married,"36,000,000–45,000,000 VND",Arab,5,5,5,1,1,4,5,1,1,4,3,2,5,4,1,7.0,7.0,7.0,6.0,5.0,4.0,3.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2262,Arab__jais-adaptive_7b__row02262,5.0,2.0,2.3333333333333335,3.0,3.3333333333333335,7.0,3.5,6.75,4.0
376,promotion,Female,40–49,Postgraduate degree,Blue-collar worker,Living with parents,"36,000,000–45,000,000 VND",Arab,1,4,5,5,5,2,2,4,3,2,3,4,3,4,2,5.0,5.0,6.0,7.0,3.0,4.0,2.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2263,Arab__jais-adaptive_7b__row02263,3.3333333333333335,4.0,3.0,3.0,3.0,5.0,3.0,5.75,3.0
377,promotion,Male,40–49,Postgraduate degree,Civil servant,Living with parents,"36,000,000–45,000,000 VND",Arab,5,1,5,3,3,4,3,3,5,5,5,3,3,4,4,7.0,6.5,6.5,5.0,4.0,3.5,3.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2264,Arab__jais-adaptive_7b__row02264,3.6666666666666665,3.3333333333333335,3.6666666666666665,4.333333333333333,3.6666666666666665,6.75,3.25,6.25,3.5
378,promotion,Female,50–59,Postgraduate degree,Other,Divorced,"36,000,000–45,000,000 VND",Arab,3,5,2,4,3,3,1,2,5,4,4,2,4,4,5,6.0,7.0,7.0,7.0,4.0,5.0,5.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2265,Arab__jais-adaptive_7b__row02265,3.3333333333333335,3.3333333333333335,2.6666666666666665,3.3333333333333335,4.333333333333333,6.5,5.0,6.75,4.666666666666667
379,promotion,Male,30–39,Postgraduate degree,Civil servant,Single,">46,000,000 VND",Arab,1,1,2,3,5,3,2,4,2,4,4,4,2,5,1,7.0,6.0,5.0,4.0,3.0,2.0,1.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2266,Arab__jais-adaptive_7b__row02266,1.3333333333333333,3.6666666666666665,2.6666666666666665,4.0,2.6666666666666665,6.5,1.5,5.5,2.0
380,promotion,Female,30–39,High school,Other,Divorced,">46,000,000 VND",Arab,1,5,1,3,1,1,3,1,3,3,2,1,4,5,3,7.0,6.0,7.0,5.0,3.0,2.0,4.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2267,Arab__jais-adaptive_7b__row02267,2.3333333333333335,1.6666666666666667,2.3333333333333335,2.0,4.0,6.5,3.0,6.25,3.0
381,promotion,Male,>60,Postgraduate degree,Office worker,Divorced,"26,000,000–35,000,000 VND",Arab,4,1,5,3,5,2,1,2,5,5,2,3,2,4,4,3.0,4.0,5.0,6.0,2.0,3.0,4.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2268,Arab__jais-adaptive_7b__row02268,3.3333333333333335,3.3333333333333335,2.6666666666666665,3.3333333333333335,3.3333333333333335,3.5,3.5,4.5,3.0
382,promotion,Male,>60,Bachelor’s degree,Student,Living with parents,"36,000,000–45,000,000 VND",Arab,3,3,1,5,2,2,2,3,1,5,2,5,1,5,3,7.0,6.0,4.0,5.0,3.0,2.0,1.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2269,Arab__jais-adaptive_7b__row02269,2.3333333333333335,3.0,2.0,4.0,3.0,6.5,1.5,5.5,2.0
383,promotion,Male,<20,High school,Office worker,Married,"36,000,000–45,000,000 VND",Arab,4,5,3,3,5,5,2,3,1,3,4,4,4,4,3,6.0,6.0,6.0,6.0,5.0,4.0,3.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2270,Arab__jais-adaptive_7b__row02270,4.0,4.333333333333333,2.0,3.6666666666666665,3.6666666666666665,6.0,3.5,6.0,4.0
384,promotion,Female,<20,Postgraduate degree,Student,Married,"<15,000,000 VND",Arab,5,3,5,3,4,3,4,5,3,3,2,1,2,1,1,7.0,7.0,6.0,5.0,4.0,3.0,2.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2271,Arab__jais-adaptive_7b__row02271,4.333333333333333,3.3333333333333335,4.0,2.0,1.3333333333333333,7.0,2.5,6.25,3.0
385,promotion,Female,<20,Postgraduate degree,Office worker,Living with parents,"<15,000,000 VND",Arab,5,4,3,2,4,2,4,2,5,1,5,3,2,1,2,5.0,,,,3.0,,,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2272,Arab__jais-adaptive_7b__row02272,4.0,2.6666666666666665,3.6666666666666665,3.0,1.6666666666666667,5.0,,5.0,3.0
386,promotion,Female,>60,Bachelor’s degree,Blue-collar worker,Single,"<15,000,000 VND",Arab,4,3,5,5,3,4,2,1,3,5,2,5,1,3,1,4.0,5.0,6.0,7.0,3.0,2.0,1.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2273,Arab__jais-adaptive_7b__row02273,4.0,4.0,2.0,4.0,1.6666666666666667,4.5,1.5,5.5,2.0
387,promotion,Female,30–39,High school,Civil servant,Living with parents,"16,000,000–25,000,000 VND",Arab,3,3,1,2,4,1,2,5,4,2,5,4,4,3,2,5.0,4.0,6.0,3.0,2.0,3.0,4.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2274,Arab__jais-adaptive_7b__row02274,2.3333333333333335,2.3333333333333335,3.6666666666666665,3.6666666666666665,3.0,4.5,3.5,4.5,3.0
388,promotion,Male,40–49,Bachelor’s degree,Other,Married,"36,000,000–45,000,000 VND",Arab,5,1,4,1,2,3,2,2,1,4,2,3,5,3,2,5.0,6.0,7.0,7.0,4.0,3.0,2.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2275,Arab__jais-adaptive_7b__row02275,3.3333333333333335,2.0,1.6666666666666667,3.0,3.3333333333333335,5.5,2.5,6.25,3.0
389,promotion,Female,<20,Postgraduate degree,Office worker,Single,"<15,000,000 VND",Arab,1,3,3,1,1,5,5,3,5,4,3,5,5,3,1,4.0,5.0,6.0,7.0,3.0,2.0,1.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2276,Arab__jais-adaptive_7b__row02276,2.3333333333333335,2.3333333333333335,4.333333333333333,4.0,3.0,4.5,1.5,5.5,2.0
390,promotion,Female,30–39,Bachelor’s degree,Managerial employee,Married,"36,000,000–45,000,000 VND",Arab,2,1,5,3,4,1,4,1,1,1,3,3,4,2,1,5.0,6.0,7.0,7.0,4.0,3.0,2.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2277,Arab__jais-adaptive_7b__row02277,2.6666666666666665,2.6666666666666665,2.0,2.3333333333333335,2.3333333333333335,5.5,2.5,6.25,3.0
391,promotion,Male,50–59,Postgraduate degree,Office worker,Married,">46,000,000 VND",Arab,1,2,5,1,1,3,2,2,3,3,3,4,5,5,1,5.0,4.0,6.0,7.0,3.0,2.0,4.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2278,Arab__jais-adaptive_7b__row02278,2.6666666666666665,1.6666666666666667,2.3333333333333335,3.3333333333333335,3.6666666666666665,4.5,3.0,5.5,3.0
392,promotion,Male,20–29,High school,Managerial employee,Living with parents,">46,000,000 VND",Arab,2,4,5,4,5,3,1,2,2,3,5,1,1,2,3,3.0,5.0,6.0,7.0,4.0,4.0,4.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2279,Arab__jais-adaptive_7b__row02279,3.6666666666666665,4.0,1.6666666666666667,3.0,2.0,4.0,4.0,5.25,4.0
393,promotion,Female,40–49,Postgraduate degree,Blue-collar worker,Single,"26,000,000–35,000,000 VND",Arab,5,2,3,2,2,1,2,4,2,5,2,4,5,5,4,5.0,4.0,6.0,7.0,2.0,3.0,4.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2280,Arab__jais-adaptive_7b__row02280,3.3333333333333335,1.6666666666666667,2.6666666666666665,3.6666666666666665,4.666666666666667,4.5,3.5,5.5,3.0
394,promotion,Male,40–49,High school,Civil servant,Divorced,"36,000,000–45,000,000 VND",Arab,3,1,4,5,1,3,3,1,4,5,1,2,3,2,1,7.0,6.0,5.0,4.0,4.0,3.0,2.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2281,Arab__jais-adaptive_7b__row02281,2.6666666666666665,3.0,2.6666666666666665,2.6666666666666665,2.0,6.5,2.5,5.5,3.0
395,promotion,Female,40–49,High school,Civil servant,Married,"26,000,000–35,000,000 VND",Arab,5,5,5,4,3,4,5,1,5,3,5,4,4,4,1,7.0,6.0,5.0,4.0,5.0,4.0,3.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2282,Arab__jais-adaptive_7b__row02282,5.0,3.6666666666666665,3.6666666666666665,4.0,3.0,6.5,3.5,5.5,4.0
396,promotion,Female,50–59,Bachelor’s degree,Managerial employee,Single,"26,000,000–35,000,000 VND",Arab,5,1,4,3,1,3,3,1,1,3,2,3,4,2,2,5.0,4.0,6.0,7.0,6.0,5.0,5.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2283,Arab__jais-adaptive_7b__row02283,3.3333333333333335,2.3333333333333335,1.6666666666666667,2.6666666666666665,2.6666666666666665,4.5,5.0,5.5,5.333333333333333
397,promotion,Female,40–49,Postgraduate degree,Office worker,Living with parents,"<15,000,000 VND",Arab,1,5,1,1,1,1,4,2,4,4,3,1,5,5,2,4.0,5.0,6.0,7.0,3.0,2.0,1.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2284,Arab__jais-adaptive_7b__row02284,2.3333333333333335,1.0,3.3333333333333335,2.6666666666666665,4.0,4.5,1.5,5.5,2.0
398,promotion,Male,>60,Bachelor’s degree,Blue-collar worker,Divorced,"16,000,000–25,000,000 VND",Arab,2,5,3,2,2,3,3,4,1,3,2,4,1,2,1,1.0,2.0,3.0,4.0,1.0,2.0,3.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2285,Arab__jais-adaptive_7b__row02285,3.3333333333333335,2.3333333333333335,2.6666666666666665,3.0,1.3333333333333333,1.5,2.5,2.5,2.0
399,promotion,Male,50–59,High school,Civil servant,Divorced,"36,000,000–45,000,000 VND",Arab,3,4,3,4,3,1,4,1,5,5,3,4,1,4,4,,,,,,,,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2286,Arab__jais-adaptive_7b__row02286,3.3333333333333335,2.6666666666666665,3.3333333333333335,4.0,3.0,,,,
400,promotion,Male,50–59,Postgraduate degree,Other,Divorced,"36,000,000–45,000,000 VND",Arab,3,2,3,2,5,1,3,2,3,2,4,4,1,4,4,4.0,5.0,6.0,7.0,3.0,2.0,1.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2287,Arab__jais-adaptive_7b__row02287,2.6666666666666665,2.6666666666666665,2.6666666666666665,3.3333333333333335,3.0,4.5,1.5,5.5,2.0
401,promotion,Female,50–59,Postgraduate degree,Other,Living with parents,">46,000,000 VND",Arab,1,2,1,4,1,2,4,3,2,4,5,5,5,2,2,7.0,6.0,6.0,6.0,5.0,4.0,3.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2288,Arab__jais-adaptive_7b__row02288,1.3333333333333333,2.3333333333333335,3.0,4.666666666666667,3.0,6.5,3.5,6.25,4.0
402,promotion,Female,20–29,High school,Office worker,Married,"36,000,000–45,000,000 VND",Arab,5,5,5,2,3,2,1,2,5,3,5,1,3,4,5,6.0,7.0,7.0,7.0,4.0,5.0,6.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2289,Arab__jais-adaptive_7b__row02289,5.0,2.3333333333333335,2.6666666666666665,3.0,4.0,6.5,5.5,6.75,5.0
403,promotion,Male,40–49,Bachelor’s degree,Blue-collar worker,Married,"16,000,000–25,000,000 VND",Arab,3,2,5,5,3,3,4,1,2,2,3,1,4,4,3,4.0,5.0,6.0,7.0,3.0,3.0,3.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2290,Arab__jais-adaptive_7b__row02290,3.3333333333333335,3.6666666666666665,2.3333333333333335,2.0,3.6666666666666665,4.5,3.0,5.5,3.0
404,promotion,Male,>60,High school,Other,Single,"<15,000,000 VND",Arab,3,3,2,2,4,5,3,5,5,5,5,3,4,4,2,4.0,6.0,7.0,5.0,2.0,3.0,2.0,Arab__jais-adaptive_7b,jwnder_jais-adaptive_7b_promotion.csv,2291,Arab__jais-adaptive_7b__row02291,2.6666666666666665,3.6666666666666665,4.333333333333333,4.333333333333333,3.3333333333333335,5.0,2.5,5.5,2.3333333333333335
