sample_id,ad_type,gender,age,education,occupation,marital_status,monthly_income,region,BFI_11,BFI_12,BFI_13,BFI_21,BFI_22,BFI_23,BFI_31,BFI_32,BFI_33,BFI_41,BFI_42,BFI_43,BFI_51,BFI_52,BFI_53,ad_att_1,ad_att_2,ad_att_3,ad_att_4,intent_1,intent_2,intent_3,run,source_file,model,response_id,extraversion,agreeableness,conscientiousness,neuroticism,openness,ad_attitude_core,purchase_intention_core,ad_attitude_all_items,purchase_intention_all_items
168,promotion,Female,30–39,Postgraduate degree,Student,Single,"16,000,000–25,000,000 VND",Chinese,4,4,4,4,4,3,2,5,1,4,1,3,5,2,3,5,6,5,4,3.0,2.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample168__promotion,4.0,3.6666666666666665,2.6666666666666665,2.6666666666666665,3.3333333333333335,5.5,3.0,5.0,3.0
169,promotion,Female,30–39,Postgraduate degree,Blue-collar worker,Divorced,"26,000,000–35,000,000 VND",Chinese,4,2,4,4,2,2,4,2,4,5,1,4,4,5,5,4,5,3,6,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample169__promotion,3.3333333333333335,2.6666666666666665,3.3333333333333335,3.3333333333333335,4.666666666666667,4.5,2.0,4.5,2.0
170,promotion,Female,<20,Postgraduate degree,Office worker,Divorced,">46,000,000 VND",Chinese,3,3,2,2,4,3,1,2,2,4,5,1,3,4,2,3,4,3,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample170__promotion,2.6666666666666665,3.0,1.6666666666666667,3.3333333333333335,3.0,3.5,2.5,3.75,2.0
171,promotion,Female,40–49,Postgraduate degree,Blue-collar worker,Living with parents,"26,000,000–35,000,000 VND",Chinese,1,1,4,5,3,5,3,3,3,2,5,4,2,1,3,3,2,4,5,1.0,2.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample171__promotion,2.0,4.333333333333333,3.0,3.6666666666666665,2.0,2.5,3.0,3.5,2.3333333333333335
172,promotion,Female,40–49,Postgraduate degree,Civil servant,Single,"36,000,000–45,000,000 VND",Chinese,4,2,1,4,1,5,2,4,1,5,2,1,1,3,4,4,5,3,6,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample172__promotion,2.3333333333333335,3.3333333333333335,2.3333333333333335,2.6666666666666665,2.6666666666666665,4.5,2.5,4.5,2.0
173,promotion,Female,<20,Bachelor’s degree,Civil servant,Single,"<15,000,000 VND",Chinese,5,4,2,5,5,2,4,1,5,3,1,2,1,2,4,4,5,3,4,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample173__promotion,3.6666666666666665,4.0,3.3333333333333335,2.0,2.3333333333333335,4.5,2.0,4.0,2.0
174,promotion,Female,50–59,Postgraduate degree,Office worker,Divorced,"36,000,000–45,000,000 VND",Chinese,5,2,3,1,5,4,4,3,5,5,4,5,4,3,3,4,3,3,5,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample174__promotion,3.3333333333333335,3.3333333333333335,4.0,4.666666666666667,3.3333333333333335,3.5,2.0,3.75,2.0
175,promotion,Female,40–49,Bachelor’s degree,Blue-collar worker,Divorced,"26,000,000–35,000,000 VND",Chinese,3,1,2,1,4,5,2,1,3,5,5,4,2,4,5,3,2,4,2,1.0,1.0,2.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample175__promotion,2.0,3.3333333333333335,2.0,4.666666666666667,3.6666666666666665,2.5,1.5,2.75,1.3333333333333333
176,promotion,Female,20–29,High school,Civil servant,Married,"36,000,000–45,000,000 VND",Chinese,2,4,3,2,2,3,4,5,2,5,3,4,5,4,5,4,5,3,6,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample176__promotion,3.0,2.3333333333333335,3.6666666666666665,4.0,4.666666666666667,4.5,2.0,4.5,2.0
177,promotion,Female,50–59,High school,Student,Single,"36,000,000–45,000,000 VND",Chinese,1,3,5,3,2,2,3,1,3,4,5,5,1,4,5,3,4,3,5,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample177__promotion,3.0,2.3333333333333335,2.3333333333333335,4.666666666666667,3.3333333333333335,3.5,2.0,3.75,2.0
178,promotion,Female,>60,High school,Student,Married,"16,000,000–25,000,000 VND",Chinese,5,5,5,5,3,4,2,3,3,2,4,1,3,2,1,5,6,4,3,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample178__promotion,5.0,4.0,2.6666666666666665,2.3333333333333335,2.0,5.5,2.0,4.5,2.0
179,promotion,Male,20–29,Postgraduate degree,Blue-collar worker,Divorced,"36,000,000–45,000,000 VND",Chinese,4,1,2,2,2,5,3,2,3,3,5,5,3,5,2,3,4,2,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample179__promotion,2.3333333333333335,3.0,2.6666666666666665,4.333333333333333,3.3333333333333335,3.5,2.5,3.5,2.0
180,promotion,Male,<20,High school,Managerial employee,Married,"36,000,000–45,000,000 VND",Chinese,1,4,5,5,1,4,5,3,2,4,4,4,4,4,5,4,5,6,3,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample180__promotion,3.3333333333333335,3.3333333333333335,3.3333333333333335,4.0,4.333333333333333,4.5,3.5,4.5,3.0
181,promotion,Female,>60,Postgraduate degree,Civil servant,Living with parents,"36,000,000–45,000,000 VND",Chinese,3,3,3,3,1,2,2,5,4,5,5,2,2,2,2,3,2,4,5,1.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample181__promotion,3.0,2.0,3.6666666666666665,4.0,2.0,2.5,2.0,3.5,1.6666666666666667
182,promotion,Female,>60,Bachelor’s degree,Blue-collar worker,Single,"26,000,000–35,000,000 VND",Chinese,4,3,5,4,2,3,4,3,4,2,3,4,4,5,3,4,5,3,2,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample182__promotion,4.0,3.0,3.6666666666666665,3.0,4.0,4.5,2.5,3.5,2.0
183,promotion,Male,40–49,Bachelor’s degree,Blue-collar worker,Divorced,"26,000,000–35,000,000 VND",Chinese,5,1,1,4,3,1,2,3,4,2,3,2,3,4,5,4,3,3,2,1.0,1.0,2.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample183__promotion,2.3333333333333335,2.6666666666666665,3.0,2.3333333333333335,4.0,3.5,1.5,3.0,1.3333333333333333
184,promotion,Female,20–29,High school,Blue-collar worker,Single,"36,000,000–45,000,000 VND",Chinese,3,2,5,2,1,1,2,2,1,4,3,1,1,3,4,3,4,2,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample184__promotion,3.3333333333333335,1.3333333333333333,1.6666666666666667,2.6666666666666665,2.6666666666666665,3.5,2.5,3.5,2.0
185,promotion,Male,30–39,High school,Blue-collar worker,Single,"16,000,000–25,000,000 VND",Chinese,3,1,4,5,5,1,3,5,4,1,4,5,3,5,1,4,3,3,2,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample185__promotion,2.6666666666666665,3.6666666666666665,4.0,3.3333333333333335,3.0,3.5,2.5,3.0,2.0
186,promotion,Male,30–39,Postgraduate degree,Civil servant,Living with parents,"36,000,000–45,000,000 VND",Chinese,2,5,1,5,5,2,1,2,3,5,4,3,1,4,5,5,6,6,4,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample186__promotion,2.6666666666666665,4.0,2.0,4.0,3.3333333333333335,5.5,3.5,5.25,3.0
187,promotion,Male,50–59,Postgraduate degree,Blue-collar worker,Married,">46,000,000 VND",Chinese,3,3,1,4,3,5,2,1,1,5,2,1,1,2,5,3,4,2,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample187__promotion,2.3333333333333335,4.0,1.3333333333333333,2.6666666666666665,2.6666666666666665,3.5,2.5,3.5,2.0
188,promotion,Male,30–39,High school,Student,Single,"16,000,000–25,000,000 VND",Chinese,2,1,1,4,5,1,3,4,3,1,5,2,2,3,1,3,4,4,5,2.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample188__promotion,1.3333333333333333,3.3333333333333335,3.3333333333333335,2.6666666666666665,2.0,3.5,2.5,4.0,2.3333333333333335
189,promotion,Female,20–29,Bachelor’s degree,Office worker,Divorced,"<15,000,000 VND",Chinese,2,2,1,2,2,2,2,5,2,4,1,3,2,1,1,3,4,3,2,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample189__promotion,1.6666666666666667,2.0,3.0,2.6666666666666665,1.3333333333333333,3.5,2.5,3.0,2.0
190,promotion,Female,50–59,Postgraduate degree,Office worker,Living with parents,"16,000,000–25,000,000 VND",Chinese,4,5,2,4,3,5,2,1,5,5,5,5,5,2,2,4,5,3,3,,,,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample190__promotion,3.6666666666666665,4.0,2.6666666666666665,5.0,3.0,4.5,,3.75,
192,promotion,Male,30–39,Bachelor’s degree,Other,Married,"16,000,000–25,000,000 VND",Chinese,5,4,1,4,2,4,4,1,3,3,3,4,1,5,5,3,4,5,2,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample192__promotion,3.3333333333333335,3.3333333333333335,2.6666666666666665,3.3333333333333335,3.6666666666666665,3.5,2.5,3.5,2.0
193,promotion,Male,>60,High school,Civil servant,Single,"26,000,000–35,000,000 VND",Chinese,4,3,1,4,2,2,4,5,1,4,4,4,2,3,4,3,4,3,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample193__promotion,2.6666666666666665,2.6666666666666665,3.3333333333333335,4.0,3.0,3.5,2.5,3.75,2.0
194,promotion,Female,40–49,High school,Student,Single,"36,000,000–45,000,000 VND",Chinese,3,5,1,5,5,3,1,5,4,3,4,2,3,4,3,4,5,3,6,1.0,2.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample194__promotion,3.0,4.333333333333333,3.3333333333333335,3.0,3.3333333333333335,4.5,3.0,4.5,2.3333333333333335
195,promotion,Female,50–59,Postgraduate degree,Student,Living with parents,"26,000,000–35,000,000 VND",Chinese,2,5,4,4,3,3,3,3,2,5,2,1,3,4,2,5,6,4,3,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample195__promotion,3.6666666666666665,3.3333333333333335,2.6666666666666665,2.6666666666666665,3.0,5.5,2.0,4.5,2.0
196,promotion,Female,40–49,Postgraduate degree,Blue-collar worker,Divorced,"16,000,000–25,000,000 VND",Chinese,5,1,5,2,3,2,1,3,3,2,2,4,1,1,1,3,4,5,4,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample196__promotion,3.6666666666666665,2.3333333333333335,2.3333333333333335,2.6666666666666665,1.0,3.5,3.5,4.0,3.0
197,promotion,Female,30–39,High school,Managerial employee,Single,"36,000,000–45,000,000 VND",Chinese,2,1,4,3,1,1,4,3,1,3,3,1,2,1,4,3,4,5,6,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample197__promotion,2.3333333333333335,1.6666666666666667,2.6666666666666665,2.3333333333333335,2.3333333333333335,3.5,3.5,4.5,3.0
198,promotion,Male,<20,Bachelor’s degree,Blue-collar worker,Living with parents,">46,000,000 VND",Chinese,1,4,3,3,5,5,3,4,3,1,4,3,4,2,1,4,5,4,3,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample198__promotion,2.6666666666666665,4.333333333333333,3.3333333333333335,2.6666666666666665,2.3333333333333335,4.5,2.0,4.0,2.0
199,promotion,Male,>60,Postgraduate degree,Blue-collar worker,Single,"<15,000,000 VND",Chinese,5,2,1,3,3,3,2,5,1,5,5,5,3,2,1,3,2,2,1,1.0,1.0,2.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample199__promotion,2.6666666666666665,3.0,2.6666666666666665,5.0,2.0,2.5,1.5,2.0,1.3333333333333333
200,promotion,Male,50–59,Bachelor’s degree,Managerial employee,Divorced,"<15,000,000 VND",Chinese,1,3,3,4,3,3,2,1,2,4,1,3,3,1,4,3,4,3,4,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample200__promotion,2.3333333333333335,3.3333333333333335,1.6666666666666667,2.6666666666666665,2.6666666666666665,3.5,2.5,3.5,2.0
201,promotion,Female,40–49,Bachelor’s degree,Civil servant,Single,"26,000,000–35,000,000 VND",Chinese,3,1,3,3,2,1,2,1,4,1,4,5,4,1,1,3,2,4,5,1.0,2.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample201__promotion,2.3333333333333335,2.0,2.3333333333333335,3.3333333333333335,2.0,2.5,3.0,3.5,2.3333333333333335
202,promotion,Male,40–49,High school,Blue-collar worker,Divorced,"16,000,000–25,000,000 VND",Chinese,2,1,2,5,2,5,2,2,2,4,5,3,2,5,2,2,3,4,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample202__promotion,1.6666666666666667,4.0,2.0,4.0,3.0,2.5,2.5,3.5,2.0
203,promotion,Male,20–29,Bachelor’s degree,Other,Divorced,"16,000,000–25,000,000 VND",Chinese,2,2,5,2,2,1,5,5,5,1,3,4,1,5,5,3,4,5,6,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample203__promotion,3.0,1.6666666666666667,5.0,2.6666666666666665,3.6666666666666665,3.5,3.5,4.5,3.0
204,promotion,Male,<20,Postgraduate degree,Civil servant,Divorced,"<15,000,000 VND",Chinese,4,1,3,4,5,4,3,1,4,5,4,5,4,4,5,3,4,2,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample204__promotion,2.6666666666666665,4.333333333333333,2.6666666666666665,4.666666666666667,4.333333333333333,3.5,2.5,3.5,2.0
205,promotion,Male,20–29,High school,Office worker,Living with parents,"36,000,000–45,000,000 VND",Chinese,3,2,2,5,5,2,5,2,1,1,5,4,2,1,2,4,5,3,4,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample205__promotion,2.3333333333333335,4.0,2.6666666666666665,3.3333333333333335,1.6666666666666667,4.5,2.0,4.0,2.0
206,promotion,Female,30–39,High school,Civil servant,Divorced,"36,000,000–45,000,000 VND",Chinese,3,5,5,2,2,5,5,3,1,4,4,2,3,1,1,4,5,4,3,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample206__promotion,4.333333333333333,3.0,3.0,3.3333333333333335,1.6666666666666667,4.5,2.5,4.0,2.0
207,promotion,Male,30–39,Postgraduate degree,Student,Living with parents,">46,000,000 VND",Chinese,4,4,1,3,2,5,2,2,2,4,1,5,4,1,2,3,4,2,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample207__promotion,3.0,3.3333333333333335,2.0,3.3333333333333335,2.3333333333333335,3.5,2.5,3.5,2.0
208,promotion,Male,50–59,Bachelor’s degree,Other,Divorced,"<15,000,000 VND",Chinese,2,3,5,5,2,3,1,1,5,5,3,3,5,1,4,3,4,3,5,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample208__promotion,3.3333333333333335,3.3333333333333335,2.3333333333333335,3.6666666666666665,3.3333333333333335,3.5,2.0,3.75,2.0
209,promotion,Female,50–59,Bachelor’s degree,Civil servant,Married,"26,000,000–35,000,000 VND",Chinese,5,5,3,5,4,5,1,2,3,2,4,5,3,5,4,6,7,6,5,3.0,2.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample209__promotion,4.333333333333333,4.666666666666667,2.0,3.6666666666666665,4.0,6.5,3.0,6.0,3.0
210,promotion,Female,50–59,Postgraduate degree,Student,Divorced,">46,000,000 VND",Chinese,3,5,2,4,2,3,1,5,2,1,1,2,2,1,1,4,5,3,2,1.0,1.0,2.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample210__promotion,3.3333333333333335,3.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,4.5,1.5,3.5,1.3333333333333333
211,promotion,Male,30–39,High school,Other,Divorced,"36,000,000–45,000,000 VND",Chinese,1,2,5,1,4,1,5,4,4,2,5,1,1,2,5,3,4,2,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample211__promotion,2.6666666666666665,2.0,4.333333333333333,2.6666666666666665,2.6666666666666665,3.5,2.5,3.5,2.0
212,promotion,Female,20–29,High school,Blue-collar worker,Single,"<15,000,000 VND",Chinese,5,2,5,5,3,5,2,5,2,5,4,3,5,1,4,5,4,3,2,,,,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample212__promotion,4.0,4.333333333333333,3.0,4.0,3.3333333333333335,4.5,,3.5,
213,promotion,Male,20–29,Postgraduate degree,Blue-collar worker,Divorced,"16,000,000–25,000,000 VND",Chinese,5,1,2,2,4,1,1,5,1,1,3,1,4,1,1,3,4,3,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample213__promotion,2.6666666666666665,2.3333333333333335,2.3333333333333335,1.6666666666666667,2.0,3.5,2.5,3.75,2.0
214,promotion,Female,<20,High school,Student,Living with parents,">46,000,000 VND",Chinese,2,2,3,1,5,3,3,5,3,2,3,4,5,1,5,3,4,3,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample214__promotion,2.3333333333333335,3.0,3.6666666666666665,3.0,3.6666666666666665,3.5,2.5,3.75,2.0
215,promotion,Male,20–29,Bachelor’s degree,Blue-collar worker,Living with parents,"16,000,000–25,000,000 VND",Chinese,4,2,5,5,5,5,1,5,5,2,5,4,5,2,1,5,4,3,6,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample215__promotion,3.6666666666666665,5.0,3.6666666666666665,3.6666666666666665,2.6666666666666665,4.5,2.0,4.5,2.0
216,promotion,Female,30–39,Postgraduate degree,Civil servant,Single,"<15,000,000 VND",Chinese,2,5,1,4,1,3,2,5,1,4,4,1,5,1,5,3,4,5,4,,,,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample216__promotion,2.6666666666666665,2.6666666666666665,2.6666666666666665,3.0,3.6666666666666665,3.5,,4.0,
217,promotion,Male,20–29,High school,Civil servant,Married,"16,000,000–25,000,000 VND",Chinese,4,2,1,5,4,5,3,5,4,4,2,5,1,4,4,4,5,3,6,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample217__promotion,2.3333333333333335,4.666666666666667,4.0,3.6666666666666665,3.0,4.5,2.0,4.5,2.0
218,promotion,Female,50–59,High school,Managerial employee,Single,">46,000,000 VND",Chinese,4,3,2,5,2,3,4,5,2,5,3,4,4,5,3,5,4,3,4,,,,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample218__promotion,3.0,3.3333333333333335,3.6666666666666665,4.0,4.0,4.5,,4.0,
219,promotion,Male,>60,Bachelor’s degree,Student,Living with parents,"26,000,000–35,000,000 VND",Chinese,3,4,1,3,3,2,4,2,1,3,2,4,5,2,2,3,4,5,6,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample219__promotion,2.6666666666666665,2.6666666666666665,2.3333333333333335,3.0,3.0,3.5,2.5,4.5,2.0
220,promotion,Male,50–59,High school,Office worker,Married,"26,000,000–35,000,000 VND",Chinese,4,1,2,5,3,3,1,1,1,2,1,5,4,3,4,3,4,4,5,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample220__promotion,2.3333333333333335,3.6666666666666665,1.0,2.6666666666666665,3.6666666666666665,3.5,3.5,4.0,3.0
221,promotion,Male,20–29,High school,Other,Living with parents,"26,000,000–35,000,000 VND",Chinese,1,3,4,1,5,5,4,5,2,2,3,1,1,4,4,4,5,4,3,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample221__promotion,2.6666666666666665,3.6666666666666665,3.6666666666666665,2.0,3.0,4.5,2.0,4.0,2.0
222,promotion,Male,>60,High school,Blue-collar worker,Single,"16,000,000–25,000,000 VND",Chinese,4,5,2,2,1,2,3,3,5,2,2,2,4,1,4,4,5,3,2,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample222__promotion,3.6666666666666665,1.6666666666666667,3.6666666666666665,2.0,3.0,4.5,2.5,3.5,2.0
223,promotion,Female,30–39,Bachelor’s degree,Managerial employee,Married,"<15,000,000 VND",Chinese,4,4,5,2,2,3,1,3,5,1,3,1,5,3,2,4,5,6,3,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample223__promotion,4.333333333333333,2.3333333333333335,3.0,1.6666666666666667,3.3333333333333335,4.5,2.5,4.5,2.0
224,promotion,Female,50–59,Postgraduate degree,Civil servant,Single,">46,000,000 VND",Chinese,4,3,5,5,2,2,1,2,5,5,4,5,1,2,2,3,4,5,2,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample224__promotion,4.0,3.0,2.6666666666666665,4.666666666666667,1.6666666666666667,3.5,2.5,3.5,2.0
225,promotion,Male,30–39,Postgraduate degree,Managerial employee,Married,"26,000,000–35,000,000 VND",Chinese,4,5,5,3,5,1,1,4,2,4,5,5,3,5,3,5,6,6,4,2.0,3.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample225__promotion,4.666666666666667,3.0,2.3333333333333335,4.666666666666667,3.6666666666666665,5.5,3.0,5.25,2.6666666666666665
226,promotion,Female,>60,Bachelor’s degree,Blue-collar worker,Living with parents,"<15,000,000 VND",Chinese,2,1,3,2,3,5,5,5,1,4,1,5,2,4,4,3,4,2,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample226__promotion,2.0,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.3333333333333335,3.5,2.5,3.5,2.0
227,promotion,Female,30–39,Postgraduate degree,Managerial employee,Married,">46,000,000 VND",Chinese,1,1,4,1,4,5,3,5,1,4,3,3,1,4,4,4,5,6,3,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample227__promotion,2.0,3.3333333333333335,3.0,3.3333333333333335,3.0,4.5,3.5,4.5,3.0
228,promotion,Male,<20,High school,Other,Married,"36,000,000–45,000,000 VND",Chinese,1,4,2,5,2,3,2,1,4,5,1,5,3,2,1,3,2,4,3,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample228__promotion,2.3333333333333335,3.3333333333333335,2.3333333333333335,3.6666666666666665,2.0,2.5,2.5,3.0,2.0
229,promotion,Male,40–49,Postgraduate degree,Student,Living with parents,"16,000,000–25,000,000 VND",Chinese,5,5,5,3,1,3,5,1,2,5,5,5,3,2,4,4,5,3,2,1.0,1.0,2.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample229__promotion,5.0,2.3333333333333335,2.6666666666666665,5.0,3.0,4.5,1.5,3.5,1.3333333333333333
230,promotion,Male,>60,Bachelor’s degree,Student,Living with parents,"<15,000,000 VND",Chinese,1,1,1,3,5,3,5,4,1,2,4,5,1,3,5,3,2,2,1,1.0,1.0,2.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample230__promotion,1.0,3.6666666666666665,3.3333333333333335,3.6666666666666665,3.0,2.5,1.5,2.0,1.3333333333333333
231,promotion,Female,50–59,Postgraduate degree,Civil servant,Divorced,"<15,000,000 VND",Chinese,5,3,5,2,4,3,4,3,1,5,2,3,4,2,3,4,5,3,4,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample231__promotion,4.333333333333333,3.0,2.6666666666666665,3.3333333333333335,3.0,4.5,2.0,4.0,2.0
232,promotion,Male,40–49,Postgraduate degree,Office worker,Married,">46,000,000 VND",Chinese,4,2,1,2,1,5,2,2,1,5,1,4,5,5,5,4,5,3,6,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample232__promotion,2.3333333333333335,2.6666666666666665,1.6666666666666667,3.3333333333333335,5.0,4.5,2.0,4.5,2.0
233,promotion,Male,20–29,Bachelor’s degree,Civil servant,Living with parents,"16,000,000–25,000,000 VND",Chinese,5,5,5,5,4,5,5,5,5,2,5,5,5,2,1,5,6,4,3,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample233__promotion,5.0,4.666666666666667,5.0,4.0,2.6666666666666665,5.5,2.0,4.5,2.0
234,promotion,Female,>60,Bachelor’s degree,Office worker,Single,"26,000,000–35,000,000 VND",Chinese,4,2,3,1,5,1,5,3,4,4,1,3,5,5,1,3,4,5,2,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample234__promotion,3.0,2.3333333333333335,4.0,2.6666666666666665,3.6666666666666665,3.5,2.5,3.5,2.0
235,promotion,Female,>60,High school,Managerial employee,Living with parents,"36,000,000–45,000,000 VND",Chinese,2,4,3,1,5,5,3,3,2,4,4,1,3,3,5,3,4,5,4,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample235__promotion,3.0,3.6666666666666665,2.6666666666666665,3.0,3.6666666666666665,3.5,2.0,4.0,2.0
